ProductionID,SourceType,Location,Date,EnergyProduced_kWh,WindSpeed_mph,SolarRadiation_W/m2
P0100,Wind,West David,2022-11-25,11578,10.3,479
P0100,Wind,West David,2022-11-26,10855,11.4,103
P0100,Wind,West David,2022-11-27,15793,9.1,375
P0100,Wind,West David,2022-11-28,5683,12.7,748
P0100,Wind,West David,2022-11-29,23966,12.1,785
P0100,Wind,West David,2022-11-30,11614,7.3,310
P0100,Wind,West David,2022-12-01,21561,2.4,115
P0100,Wind,West David,2022-12-02,11965,0.2,778
P0100,Wind,West David,2022-12-03,5216,11.1,698
P0100,Wind,West David,2022-12-04,8636,10.2,258
P0100,Wind,West David,2022-12-05,8918,12.1,223
P0100,Wind,West David,2022-12-06,12337,11.1,559
P0100,Wind,West David,2022-12-07,23891,1.4,785
P0100,Wind,West David,2022-12-08,7949,11.0,576
P0100,Wind,West David,2022-12-09,9157,12.8,258
P0100,Wind,West David,2022-12-10,22872,0.8,163
P0100,Wind,West David,2022-12-11,6475,4.8,125
P0100,Wind,West David,2022-12-12,23110,0.3,257
P0100,Wind,West David,2022-12-13,14000,9.6,544
P0100,Wind,West David,2022-12-14,11284,8.2,628
P0100,Wind,West David,2022-12-15,18354,10.8,287
P0100,Wind,West David,2022-12-16,20159,0.3,756
P0100,Wind,West David,2022-12-17,13635,10.5,215
P0100,Wind,West David,2022-12-18,10200,4.3,278
P0100,Wind,West David,2022-12-19,21052,5.2,238
P0100,Wind,West David,2022-12-20,16786,7.5,622
P0100,Wind,West David,2022-12-21,22902,4.6,796
P0100,Wind,West David,2022-12-22,15727,3.4,394
P0100,Wind,West David,2022-12-23,24435,3.7,408
P0100,Wind,West David,2022-12-24,8118,9.2,121
P0100,Wind,West David,2022-12-25,6864,3.0,332
P0100,Wind,West David,2022-12-26,18853,1.0,318
P0100,Wind,West David,2022-12-27,21592,12.0,291
P0100,Wind,West David,2022-12-28,22042,2.9,398
P0100,Wind,West David,2022-12-29,23712,13.9,563
P0100,Wind,West David,2022-12-30,6640,0.6,230
P0100,Wind,West David,2022-12-31,7197,10.8,303
P0024,Solar,Port Patrickbury,2022-01-01,10002,8.2,622
P0024,Solar,Port Patrickbury,2022-01-02,13757,7.9,638
P0024,Solar,Port Patrickbury,2022-01-03,16034,1.9,141
P0024,Solar,Port Patrickbury,2022-01-04,21334,5.8,133
P0024,Solar,Port Patrickbury,2022-01-05,15548,5.9,543
P0024,Solar,Port Patrickbury,2022-01-06,19378,11.3,490
P0024,Solar,Port Patrickbury,2022-01-07,21793,8.2,242
P0024,Solar,Port Patrickbury,2022-01-08,12892,5.6,703
P0024,Solar,Port Patrickbury,2022-01-09,7753,7.9,477
P0024,Solar,Port Patrickbury,2022-01-10,23956,9.6,497
P0024,Solar,Port Patrickbury,2022-01-11,10919,7.4,167
P0024,Solar,Port Patrickbury,2022-01-12,14581,9.4,759
P0024,Solar,Port Patrickbury,2022-01-13,23124,5.5,223
P0024,Solar,Port Patrickbury,2022-01-14,14706,4.7,647
P0024,Solar,Port Patrickbury,2022-01-15,20061,14.1,376
P0024,Solar,Port Patrickbury,2022-01-16,10687,0.4,400
P0024,Solar,Port Patrickbury,2022-01-17,5912,12.6,381
P0024,Solar,Port Patrickbury,2022-01-18,15873,7.6,555
P0024,Solar,Port Patrickbury,2022-01-19,19901,3.3,474
P0024,Solar,Port Patrickbury,2022-01-20,21519,2.4,244
P0024,Solar,Port Patrickbury,2022-01-21,13406,8.7,218
P0024,Solar,Port Patrickbury,2022-01-22,6045,12.7,441
P0024,Solar,Port Patrickbury,2022-01-23,20656,3.7,315
P0024,Solar,Port Patrickbury,2022-01-24,18512,11.8,658
P0024,Solar,Port Patrickbury,2022-01-25,9042,0.1,681
P0024,Solar,Port Patrickbury,2022-01-26,21151,7.3,575
P0024,Solar,Port Patrickbury,2022-01-27,24138,13.5,360
P0024,Solar,Port Patrickbury,2022-01-28,13134,12.9,169
P0024,Solar,Port Patrickbury,2022-01-29,7001,9.7,514
P0024,Solar,Port Patrickbury,2022-01-30,11437,2.1,321
P0024,Solar,Port Patrickbury,2022-01-31,11064,10.1,606
P0024,Solar,Port Patrickbury,2022-02-01,23738,14.1,701
P0024,Solar,Port Patrickbury,2022-02-02,6641,13.5,269
P0024,Solar,Port Patrickbury,2022-02-03,7357,12.1,331
P0024,Solar,Port Patrickbury,2022-02-04,14960,2.6,583
P0024,Solar,Port Patrickbury,2022-02-05,13624,7.3,172
P0024,Solar,Port Patrickbury,2022-02-06,20062,13.1,624
P0024,Solar,Port Patrickbury,2022-02-07,12941,1.8,585
P0024,Solar,Port Patrickbury,2022-02-08,19682,4.6,663
P0024,Solar,Port Patrickbury,2022-02-09,14286,6.8,108
P0024,Solar,Port Patrickbury,2022-02-10,24712,7.8,195
P0024,Solar,Port Patrickbury,2022-02-11,6784,3.3,706
P0024,Solar,Port Patrickbury,2022-02-12,21894,12.6,233
P0024,Solar,Port Patrickbury,2022-02-13,17865,10.0,522
P0024,Solar,Port Patrickbury,2022-02-14,8706,5.1,179
P0024,Solar,Port Patrickbury,2022-02-15,23354,13.9,495
P0024,Solar,Port Patrickbury,2022-02-16,16565,5.5,545
P0024,Solar,Port Patrickbury,2022-02-17,7154,2.7,105
P0024,Solar,Port Patrickbury,2022-02-18,16686,12.1,361
P0024,Solar,Port Patrickbury,2022-02-19,7081,2.5,244
P0024,Solar,Port Patrickbury,2022-02-20,15349,7.5,300
P0024,Solar,Port Patrickbury,2022-02-21,10271,4.6,159
P0024,Solar,Port Patrickbury,2022-02-22,19106,7.6,118
P0024,Solar,Port Patrickbury,2022-02-23,19467,4.2,654
P0024,Solar,Port Patrickbury,2022-02-24,24738,1.6,319
P0024,Solar,Port Patrickbury,2022-02-25,10034,2.9,798
P0024,Solar,Port Patrickbury,2022-02-26,17865,5.7,639
P0024,Solar,Port Patrickbury,2022-02-27,23619,1.3,702
P0024,Solar,Port Patrickbury,2022-02-28,15333,9.9,322
P0024,Solar,Port Patrickbury,2022-03-01,21142,14.1,152
P0024,Solar,Port Patrickbury,2022-03-02,8340,9.3,366
P0024,Solar,Port Patrickbury,2022-03-03,22436,10.9,340
P0024,Solar,Port Patrickbury,2022-03-04,9456,10.1,634
P0024,Solar,Port Patrickbury,2022-03-05,21382,12.3,701
P0024,Solar,Port Patrickbury,2022-03-06,12904,2.9,260
P0024,Solar,Port Patrickbury,2022-03-07,19052,14.0,129
P0024,Solar,Port Patrickbury,2022-03-08,6100,14.8,197
P0024,Solar,Port Patrickbury,2022-03-09,18175,5.4,640
P0024,Solar,Port Patrickbury,2022-03-10,5067,7.6,252
P0024,Solar,Port Patrickbury,2022-03-11,15596,0.9,675
P0024,Solar,Port Patrickbury,2022-03-12,11542,1.8,568
P0024,Solar,Port Patrickbury,2022-03-13,6927,1.9,432
P0024,Solar,Port Patrickbury,2022-03-14,22099,2.4,319
P0024,Solar,Port Patrickbury,2022-03-15,24308,13.4,142
P0024,Solar,Port Patrickbury,2022-03-16,20656,3.6,456
P0024,Solar,Port Patrickbury,2022-03-17,11892,5.6,147
P0024,Solar,Port Patrickbury,2022-03-18,18505,4.3,792
P0024,Solar,Port Patrickbury,2022-03-19,12617,1.7,704
P0024,Solar,Port Patrickbury,2022-03-20,9098,14.8,261
P0024,Solar,Port Patrickbury,2022-03-21,11946,7.2,264
P0024,Solar,Port Patrickbury,2022-03-22,23983,2.2,780
P0024,Solar,Port Patrickbury,2022-03-23,16229,13.7,664
P0024,Solar,Port Patrickbury,2022-03-24,20986,12.7,267
P0024,Solar,Port Patrickbury,2022-03-25,14357,7.6,275
P0024,Solar,Port Patrickbury,2022-03-26,5718,9.9,724
P0024,Solar,Port Patrickbury,2022-03-27,11887,9.5,722
P0024,Solar,Port Patrickbury,2022-03-28,12077,4.9,628
P0024,Solar,Port Patrickbury,2022-03-29,17880,7.6,676
P0024,Solar,Port Patrickbury,2022-03-30,18744,1.3,474
P0024,Solar,Port Patrickbury,2022-03-31,21610,13.8,755
P0024,Solar,Port Patrickbury,2022-04-01,23447,6.5,688
P0024,Solar,Port Patrickbury,2022-04-02,16294,5.2,563
P0024,Solar,Port Patrickbury,2022-04-03,13728,1.4,646
P0024,Solar,Port Patrickbury,2022-04-04,10032,11.8,548
P0024,Solar,Port Patrickbury,2022-04-05,23325,3.4,156
P0024,Solar,Port Patrickbury,2022-04-06,7671,4.2,299
P0024,Solar,Port Patrickbury,2022-04-07,22812,10.3,271
P0024,Solar,Port Patrickbury,2022-04-08,9122,0.9,607
P0024,Solar,Port Patrickbury,2022-04-09,5863,3.1,792
P0024,Solar,Port Patrickbury,2022-04-10,14085,12.9,446
P0024,Solar,Port Patrickbury,2022-04-11,8483,14.5,390
P0024,Solar,Port Patrickbury,2022-04-12,13980,4.7,658
P0024,Solar,Port Patrickbury,2022-04-13,6792,13.1,205
P0024,Solar,Port Patrickbury,2022-04-14,23827,14.6,464
P0024,Solar,Port Patrickbury,2022-04-15,23186,1.4,141
P0024,Solar,Port Patrickbury,2022-04-16,13430,11.2,183
P0024,Solar,Port Patrickbury,2022-04-17,18661,13.4,236
P0024,Solar,Port Patrickbury,2022-04-18,17896,6.2,320
P0024,Solar,Port Patrickbury,2022-04-19,5493,9.5,772
P0024,Solar,Port Patrickbury,2022-04-20,22673,7.3,399
P0024,Solar,Port Patrickbury,2022-04-21,13747,7.9,261
P0024,Solar,Port Patrickbury,2022-04-22,6199,9.3,116
P0024,Solar,Port Patrickbury,2022-04-23,19072,3.2,769
P0024,Solar,Port Patrickbury,2022-04-24,23396,10.1,756
P0024,Solar,Port Patrickbury,2022-04-25,14426,6.1,112
P0024,Solar,Port Patrickbury,2022-04-26,13605,10.0,394
P0024,Solar,Port Patrickbury,2022-04-27,5168,6.7,127
P0024,Solar,Port Patrickbury,2022-04-28,16735,1.0,195
P0024,Solar,Port Patrickbury,2022-04-29,9768,9.2,117
P0024,Solar,Port Patrickbury,2022-04-30,14747,14.7,596
P0024,Solar,Port Patrickbury,2022-05-01,15327,12.7,699
P0024,Solar,Port Patrickbury,2022-05-02,21265,10.9,654
P0024,Solar,Port Patrickbury,2022-05-03,8553,0.5,646
P0024,Solar,Port Patrickbury,2022-05-04,7287,9.0,188
P0024,Solar,Port Patrickbury,2022-05-05,20601,6.7,370
P0024,Solar,Port Patrickbury,2022-05-06,9400,6.4,665
P0024,Solar,Port Patrickbury,2022-05-07,11549,1.0,627
P0024,Solar,Port Patrickbury,2022-05-08,13587,13.9,684
P0024,Solar,Port Patrickbury,2022-05-09,16836,2.8,565
P0024,Solar,Port Patrickbury,2022-05-10,15771,1.8,285
P0024,Solar,Port Patrickbury,2022-05-11,8815,14.2,139
P0024,Solar,Port Patrickbury,2022-05-12,20172,4.5,756
P0024,Solar,Port Patrickbury,2022-05-13,23271,0.1,713
P0024,Solar,Port Patrickbury,2022-05-14,11403,1.5,484
P0024,Solar,Port Patrickbury,2022-05-15,19658,7.3,154
P0024,Solar,Port Patrickbury,2022-05-16,20246,14.4,315
P0024,Solar,Port Patrickbury,2022-05-17,15702,10.7,235
P0024,Solar,Port Patrickbury,2022-05-18,15753,10.5,457
P0024,Solar,Port Patrickbury,2022-05-19,5707,10.7,724
P0024,Solar,Port Patrickbury,2022-05-20,23880,10.5,540
P0024,Solar,Port Patrickbury,2022-05-21,5631,2.7,223
P0024,Solar,Port Patrickbury,2022-05-22,8637,7.1,374
P0024,Solar,Port Patrickbury,2022-05-23,12310,14.0,110
P0024,Solar,Port Patrickbury,2022-05-24,12407,4.5,693
P0024,Solar,Port Patrickbury,2022-05-25,8360,7.9,577
P0024,Solar,Port Patrickbury,2022-05-26,8879,14.9,264
P0024,Solar,Port Patrickbury,2022-05-27,17808,5.1,443
P0024,Solar,Port Patrickbury,2022-05-28,24489,11.1,374
P0024,Solar,Port Patrickbury,2022-05-29,13582,3.2,549
P0024,Solar,Port Patrickbury,2022-05-30,14286,7.1,232
P0024,Solar,Port Patrickbury,2022-05-31,18956,10.0,550
P0024,Solar,Port Patrickbury,2022-06-01,8453,9.1,631
P0024,Solar,Port Patrickbury,2022-06-02,23532,4.3,744
P0024,Solar,Port Patrickbury,2022-06-03,12680,5.3,386
P0024,Solar,Port Patrickbury,2022-06-04,23686,9.4,589
P0024,Solar,Port Patrickbury,2022-06-05,18784,13.2,739
P0024,Solar,Port Patrickbury,2022-06-06,11238,13.9,215
P0024,Solar,Port Patrickbury,2022-06-07,5042,13.3,143
P0024,Solar,Port Patrickbury,2022-06-08,21669,7.6,226
P0024,Solar,Port Patrickbury,2022-06-09,16660,6.2,348
P0024,Solar,Port Patrickbury,2022-06-10,16796,5.3,510
P0024,Solar,Port Patrickbury,2022-06-11,16994,9.8,584
P0024,Solar,Port Patrickbury,2022-06-12,19612,2.0,421
P0024,Solar,Port Patrickbury,2022-06-13,14925,11.5,553
P0024,Solar,Port Patrickbury,2022-06-14,13508,13.5,172
P0024,Solar,Port Patrickbury,2022-06-15,22111,8.7,776
P0024,Solar,Port Patrickbury,2022-06-16,7783,1.9,627
P0024,Solar,Port Patrickbury,2022-06-17,24574,10.5,178
P0024,Solar,Port Patrickbury,2022-06-18,6828,7.7,620
P0024,Solar,Port Patrickbury,2022-06-19,7534,8.2,106
P0024,Solar,Port Patrickbury,2022-06-20,6895,11.2,587
P0024,Solar,Port Patrickbury,2022-06-21,24867,4.3,471
P0024,Solar,Port Patrickbury,2022-06-22,20963,0.8,621
P0024,Solar,Port Patrickbury,2022-06-23,7455,10.2,370
P0024,Solar,Port Patrickbury,2022-06-24,19804,7.8,308
P0024,Solar,Port Patrickbury,2022-06-25,20302,0.4,300
P0024,Solar,Port Patrickbury,2022-06-26,17198,12.9,344
P0024,Solar,Port Patrickbury,2022-06-27,16915,2.9,219
P0024,Solar,Port Patrickbury,2022-06-28,8367,10.1,403
P0024,Solar,Port Patrickbury,2022-06-29,21339,4.6,568
P0024,Solar,Port Patrickbury,2022-06-30,19925,13.0,432
P0024,Solar,Port Patrickbury,2022-07-01,22273,10.4,513
P0024,Solar,Port Patrickbury,2022-07-02,5441,6.2,394
P0024,Solar,Port Patrickbury,2022-07-03,22469,14.2,680
P0024,Solar,Port Patrickbury,2022-07-04,13810,8.3,167
P0024,Solar,Port Patrickbury,2022-07-05,14343,0.2,425
P0024,Solar,Port Patrickbury,2022-07-06,11556,12.2,289
P0024,Solar,Port Patrickbury,2022-07-07,16303,2.2,514
P0024,Solar,Port Patrickbury,2022-07-08,12799,5.6,102
P0024,Solar,Port Patrickbury,2022-07-09,14352,13.2,738
P0024,Solar,Port Patrickbury,2022-07-10,17761,0.5,671
P0024,Solar,Port Patrickbury,2022-07-11,11724,5.3,139
P0024,Solar,Port Patrickbury,2022-07-12,13442,14.0,652
P0024,Solar,Port Patrickbury,2022-07-13,7194,11.1,193
P0024,Solar,Port Patrickbury,2022-07-14,13281,13.8,466
P0024,Solar,Port Patrickbury,2022-07-15,19150,12.1,653
P0024,Solar,Port Patrickbury,2022-07-16,23000,10.1,364
P0024,Solar,Port Patrickbury,2022-07-17,8493,14.3,715
P0024,Solar,Port Patrickbury,2022-07-18,23989,3.6,147
P0024,Solar,Port Patrickbury,2022-07-19,23170,8.3,430
P0024,Solar,Port Patrickbury,2022-07-20,20128,0.3,145
P0024,Solar,Port Patrickbury,2022-07-21,11246,11.7,624
P0024,Solar,Port Patrickbury,2022-07-22,15809,14.7,633
P0024,Solar,Port Patrickbury,2022-07-23,10296,9.7,680
P0024,Solar,Port Patrickbury,2022-07-24,23569,8.1,760
P0024,Solar,Port Patrickbury,2022-07-25,9832,8.1,434
P0024,Solar,Port Patrickbury,2022-07-26,24528,10.8,483
P0024,Solar,Port Patrickbury,2022-07-27,18016,0.1,453
P0024,Solar,Port Patrickbury,2022-07-28,14697,14.2,563
P0024,Solar,Port Patrickbury,2022-07-29,19579,3.9,117
P0024,Solar,Port Patrickbury,2022-07-30,7979,11.5,556
P0024,Solar,Port Patrickbury,2022-07-31,12733,4.8,561
P0024,Solar,Port Patrickbury,2022-08-01,16979,13.2,589
P0024,Solar,Port Patrickbury,2022-08-02,20853,12.6,610
P0024,Solar,Port Patrickbury,2022-08-03,9832,2.0,334
P0024,Solar,Port Patrickbury,2022-08-04,13521,13.3,114
P0024,Solar,Port Patrickbury,2022-08-05,10011,10.9,252
P0024,Solar,Port Patrickbury,2022-08-06,12620,11.7,603
P0024,Solar,Port Patrickbury,2022-08-07,16300,0.8,460
P0024,Solar,Port Patrickbury,2022-08-08,12605,3.5,421
P0024,Solar,Port Patrickbury,2022-08-09,18838,13.2,370
P0024,Solar,Port Patrickbury,2022-08-10,16407,14.5,281
P0024,Solar,Port Patrickbury,2022-08-11,12733,5.9,352
P0024,Solar,Port Patrickbury,2022-08-12,5690,11.9,582
P0024,Solar,Port Patrickbury,2022-08-13,23997,9.5,108
P0024,Solar,Port Patrickbury,2022-08-14,17772,13.9,384
P0024,Solar,Port Patrickbury,2022-08-15,24857,7.8,569
P0024,Solar,Port Patrickbury,2022-08-16,24525,2.7,366
P0024,Solar,Port Patrickbury,2022-08-17,10509,5.7,156
P0024,Solar,Port Patrickbury,2022-08-18,9800,1.5,597
P0024,Solar,Port Patrickbury,2022-08-19,18315,11.5,704
P0024,Solar,Port Patrickbury,2022-08-20,17432,6.8,701
P0024,Solar,Port Patrickbury,2022-08-21,11639,2.7,366
P0024,Solar,Port Patrickbury,2022-08-22,16616,1.9,295
P0024,Solar,Port Patrickbury,2022-08-23,24627,10.5,264
P0024,Solar,Port Patrickbury,2022-08-24,14475,11.3,350
P0024,Solar,Port Patrickbury,2022-08-25,22282,6.7,746
P0024,Solar,Port Patrickbury,2022-08-26,7583,10.9,417
P0024,Solar,Port Patrickbury,2022-08-27,12656,3.5,287
P0024,Solar,Port Patrickbury,2022-08-28,18550,6.8,214
P0024,Solar,Port Patrickbury,2022-08-29,13383,7.8,159
P0024,Solar,Port Patrickbury,2022-08-30,6610,2.1,245
P0024,Solar,Port Patrickbury,2022-08-31,5115,9.6,233
P0024,Solar,Port Patrickbury,2022-09-01,19414,2.7,469
P0024,Solar,Port Patrickbury,2022-09-02,6265,12.7,473
P0024,Solar,Port Patrickbury,2022-09-03,17885,7.5,729
P0024,Solar,Port Patrickbury,2022-09-04,13787,6.5,547
P0024,Solar,Port Patrickbury,2022-09-05,23515,11.9,316
P0024,Solar,Port Patrickbury,2022-09-06,6201,5.7,607
P0024,Solar,Port Patrickbury,2022-09-07,20713,6.5,369
P0024,Solar,Port Patrickbury,2022-09-08,9005,14.2,578
P0024,Solar,Port Patrickbury,2022-09-09,18074,9.4,344
P0024,Solar,Port Patrickbury,2022-09-10,14833,6.0,700
P0024,Solar,Port Patrickbury,2022-09-11,8994,12.5,466
P0024,Solar,Port Patrickbury,2022-09-12,19393,5.2,158
P0024,Solar,Port Patrickbury,2022-09-13,12317,10.7,246
P0024,Solar,Port Patrickbury,2022-09-14,8304,2.1,576
P0024,Solar,Port Patrickbury,2022-09-15,17156,3.2,761
P0024,Solar,Port Patrickbury,2022-09-16,24437,9.1,282
P0024,Solar,Port Patrickbury,2022-09-17,14071,6.0,449
P0024,Solar,Port Patrickbury,2022-09-18,9033,8.9,166
P0024,Solar,Port Patrickbury,2022-09-19,10045,12.7,553
P0024,Solar,Port Patrickbury,2022-09-20,10464,7.0,660
P0024,Solar,Port Patrickbury,2022-09-21,19551,1.9,110
P0024,Solar,Port Patrickbury,2022-09-22,12626,7.4,622
P0024,Solar,Port Patrickbury,2022-09-23,17968,7.9,359
P0024,Solar,Port Patrickbury,2022-09-24,21017,4.3,612
P0024,Solar,Port Patrickbury,2022-09-25,5097,14.0,401
P0024,Solar,Port Patrickbury,2022-09-26,9837,11.8,757
P0024,Solar,Port Patrickbury,2022-09-27,16962,9.1,518
P0024,Solar,Port Patrickbury,2022-09-28,23475,3.8,705
P0024,Solar,Port Patrickbury,2022-09-29,22660,11.0,790
P0024,Solar,Port Patrickbury,2022-09-30,8965,1.3,662
P0024,Solar,Port Patrickbury,2022-10-01,21889,6.6,343
P0024,Solar,Port Patrickbury,2022-10-02,8367,5.9,164
P0024,Solar,Port Patrickbury,2022-10-03,6565,14.0,411
P0024,Solar,Port Patrickbury,2022-10-04,22004,5.1,690
P0024,Solar,Port Patrickbury,2022-10-05,16468,14.1,337
P0024,Solar,Port Patrickbury,2022-10-06,19027,3.2,265
P0024,Solar,Port Patrickbury,2022-10-07,7141,9.1,248
P0024,Solar,Port Patrickbury,2022-10-08,16838,9.6,280
P0024,Solar,Port Patrickbury,2022-10-09,5973,0.7,183
P0024,Solar,Port Patrickbury,2022-10-10,9867,9.1,752
P0024,Solar,Port Patrickbury,2022-10-11,22530,3.2,196
P0024,Solar,Port Patrickbury,2022-10-12,17423,13.1,336
P0024,Solar,Port Patrickbury,2022-10-13,9890,10.6,233
P0024,Solar,Port Patrickbury,2022-10-14,8701,8.2,410
P0024,Solar,Port Patrickbury,2022-10-15,21635,1.2,149
P0024,Solar,Port Patrickbury,2022-10-16,18550,2.3,475
P0024,Solar,Port Patrickbury,2022-10-17,24633,3.8,220
P0024,Solar,Port Patrickbury,2022-10-18,20134,6.2,127
P0024,Solar,Port Patrickbury,2022-10-19,18591,13.3,228
P0024,Solar,Port Patrickbury,2022-10-20,20465,2.3,467
P0024,Solar,Port Patrickbury,2022-10-21,7687,8.7,553
P0024,Solar,Port Patrickbury,2022-10-22,9805,8.2,380
P0024,Solar,Port Patrickbury,2022-10-23,17208,7.7,420
P0024,Solar,Port Patrickbury,2022-10-24,24433,8.3,778
P0024,Solar,Port Patrickbury,2022-10-25,10640,10.0,166
P0024,Solar,Port Patrickbury,2022-10-26,17869,4.7,333
P0024,Solar,Port Patrickbury,2022-10-27,5168,4.2,504
P0024,Solar,Port Patrickbury,2022-10-28,11940,1.6,246
P0024,Solar,Port Patrickbury,2022-10-29,13590,5.4,180
P0024,Solar,Port Patrickbury,2022-10-30,8904,4.0,434
P0024,Solar,Port Patrickbury,2022-10-31,23161,11.3,707
P0024,Solar,Port Patrickbury,2022-11-01,23016,8.5,238
P0024,Solar,Port Patrickbury,2022-11-02,11961,13.0,795
P0024,Solar,Port Patrickbury,2022-11-03,5149,5.6,495
P0024,Solar,Port Patrickbury,2022-11-04,9740,13.2,554
P0024,Solar,Port Patrickbury,2022-11-05,7550,11.3,173
P0024,Solar,Port Patrickbury,2022-11-06,24635,5.3,469
P0024,Solar,Port Patrickbury,2022-11-07,6836,4.0,188
P0024,Solar,Port Patrickbury,2022-11-08,14956,13.9,173
P0024,Solar,Port Patrickbury,2022-11-09,17300,14.2,342
P0024,Solar,Port Patrickbury,2022-11-10,19423,8.5,305
P0024,Solar,Port Patrickbury,2022-11-11,7486,7.0,517
P0024,Solar,Port Patrickbury,2022-11-12,6837,11.6,343
P0024,Solar,Port Patrickbury,2022-11-13,6248,9.8,371
P0024,Solar,Port Patrickbury,2022-11-14,16768,14.6,566
P0024,Solar,Port Patrickbury,2022-11-15,19983,5.8,109
P0024,Solar,Port Patrickbury,2022-11-16,13931,10.3,798
P0024,Solar,Port Patrickbury,2022-11-17,23714,9.8,182
P0024,Solar,Port Patrickbury,2022-11-18,13902,8.6,303
P0024,Solar,Port Patrickbury,2022-11-19,16136,9.3,568
P0024,Solar,Port Patrickbury,2022-11-20,19542,10.9,605
P0024,Solar,Port Patrickbury,2022-11-21,12603,2.9,405
P0024,Solar,Port Patrickbury,2022-11-22,21548,0.6,260
P0024,Solar,Port Patrickbury,2022-11-23,24253,4.5,404
P0024,Solar,Port Patrickbury,2022-11-24,23923,9.0,172
P0024,Solar,Port Patrickbury,2022-11-25,14484,12.3,774
P0024,Solar,Port Patrickbury,2022-11-26,6914,7.5,480
P0024,Solar,Port Patrickbury,2022-11-27,9568,5.8,337
P0024,Solar,Port Patrickbury,2022-11-28,8454,14.1,589
P0024,Solar,Port Patrickbury,2022-11-29,19193,2.5,618
P0024,Solar,Port Patrickbury,2022-11-30,8685,2.4,767
P0024,Solar,Port Patrickbury,2022-12-01,12345,4.6,378
P0024,Solar,Port Patrickbury,2022-12-02,18965,5.9,233
P0024,Solar,Port Patrickbury,2022-12-03,23152,0.8,513
P0024,Solar,Port Patrickbury,2022-12-04,15485,12.9,162
P0024,Solar,Port Patrickbury,2022-12-05,17373,0.6,590
P0024,Solar,Port Patrickbury,2022-12-06,14937,0.3,315
P0024,Solar,Port Patrickbury,2022-12-07,14357,10.3,223
P0024,Solar,Port Patrickbury,2022-12-08,14798,5.5,110
P0024,Solar,Port Patrickbury,2022-12-09,15709,4.1,747
P0024,Solar,Port Patrickbury,2022-12-10,24448,11.7,518
P0024,Solar,Port Patrickbury,2022-12-11,6939,0.8,569
P0024,Solar,Port Patrickbury,2022-12-12,13447,3.2,242
P0024,Solar,Port Patrickbury,2022-12-13,11943,1.5,253
P0024,Solar,Port Patrickbury,2022-12-14,10168,10.8,237
P0024,Solar,Port Patrickbury,2022-12-15,24845,6.8,246
P0024,Solar,Port Patrickbury,2022-12-16,11025,7.2,754
P0024,Solar,Port Patrickbury,2022-12-17,18390,3.7,327
P0024,Solar,Port Patrickbury,2022-12-18,15033,8.1,445
P0024,Solar,Port Patrickbury,2022-12-19,11955,3.4,769
P0024,Solar,Port Patrickbury,2022-12-20,13331,12.8,732
P0024,Solar,Port Patrickbury,2022-12-21,8101,8.9,766
P0024,Solar,Port Patrickbury,2022-12-22,6531,5.7,665
P0024,Solar,Port Patrickbury,2022-12-23,8473,13.6,694
P0024,Solar,Port Patrickbury,2022-12-24,21112,4.2,303
P0024,Solar,Port Patrickbury,2022-12-25,14958,0.6,573
P0024,Solar,Port Patrickbury,2022-12-26,5575,12.9,296
P0024,Solar,Port Patrickbury,2022-12-27,9536,13.6,191
P0024,Solar,Port Patrickbury,2022-12-28,9239,9.2,315
P0024,Solar,Port Patrickbury,2022-12-29,18956,11.5,444
P0024,Solar,Port Patrickbury,2022-12-30,16866,1.7,779
P0024,Solar,Port Patrickbury,2022-12-31,14650,14.9,790
P0065,Solar,Alvaradoville,2022-01-01,7460,14.6,756
P0065,Solar,Alvaradoville,2022-01-02,16367,7.9,422
P0065,Solar,Alvaradoville,2022-01-03,22551,12.1,397
P0065,Solar,Alvaradoville,2022-01-04,13977,11.9,147
P0065,Solar,Alvaradoville,2022-01-05,5560,14.8,594
P0065,Solar,Alvaradoville,2022-01-06,15241,3.3,376
P0065,Solar,Alvaradoville,2022-01-07,7476,10.6,274
P0065,Solar,Alvaradoville,2022-01-08,8385,9.3,382
P0065,Solar,Alvaradoville,2022-01-09,18065,2.5,796
P0065,Solar,Alvaradoville,2022-01-10,5022,8.6,143
P0065,Solar,Alvaradoville,2022-01-11,24838,6.7,765
P0065,Solar,Alvaradoville,2022-01-12,15342,8.3,587
P0065,Solar,Alvaradoville,2022-01-13,16426,13.3,533
P0065,Solar,Alvaradoville,2022-01-14,19514,5.1,494
P0065,Solar,Alvaradoville,2022-01-15,10283,11.5,445
P0065,Solar,Alvaradoville,2022-01-16,7159,6.7,773
P0065,Solar,Alvaradoville,2022-01-17,17906,14.5,320
P0065,Solar,Alvaradoville,2022-01-18,15038,3.9,329
P0065,Solar,Alvaradoville,2022-01-19,24253,11.7,178
P0065,Solar,Alvaradoville,2022-01-20,12319,8.7,165
P0065,Solar,Alvaradoville,2022-01-21,19099,2.6,443
P0065,Solar,Alvaradoville,2022-01-22,7364,9.5,414
P0065,Solar,Alvaradoville,2022-01-23,13896,1.5,319
P0065,Solar,Alvaradoville,2022-01-24,6789,11.5,218
P0065,Solar,Alvaradoville,2022-01-25,5714,1.0,232
P0065,Solar,Alvaradoville,2022-01-26,22010,0.4,625
P0065,Solar,Alvaradoville,2022-01-27,20557,0.7,700
P0065,Solar,Alvaradoville,2022-01-28,22681,1.9,109
